ID,Name,Type,Jan 2015 (kBtu),Feb 2015 (kBtu),Mar 2015 (kBtu),Apr 2015 (kBtu),May 2015 (kBtu),Jun 2015 (kBtu),Jul 2015 (kBtu),Aug 2015 (kBtu),Sep 2015 (kBtu),Oct 2015 (kBtu),Nov 2015 (kBtu),Dec 2015 (kBtu),Jan 2016 (kBtu),Feb 2016 (kBtu),Mar 2016 (kBtu),Apr 2016 (kBtu),May 2016 (kBtu),Jun 2016 (kBtu),Jul 2016 (kBtu),Aug 2016 (kBtu),Sep 2016 (kBtu),Oct 2016 (kBtu),Nov 2016 (kBtu),Dec 2016 (kBtu),Jan 2017 (kBtu),Feb 2017 (kBtu),Mar 2017 (kBtu),Apr 2017 (kBtu),May 2017 (kBtu),Jun 2017 (kBtu),Jul 2017 (kBtu),Aug 2017 (kBtu),Sep 2017 (kBtu),Oct 2017 (kBtu),Nov 2017 (kBtu),Dec 2017 (kBtu),Jan 2018 (kBtu),Feb 2018 (kBtu),Mar 2018 (kBtu),Apr 2018 (kBtu),May 2018 (kBtu),Jun 2018 (kBtu),Jul 2018 (kBtu),Aug 2018 (kBtu),Sep 2018 (kBtu),Oct 2018 (kBtu),Nov 2018 (kBtu),Dec 2018 (kBtu),Jan 2019 (kBtu),Feb 2019 (kBtu),Mar 2019 (kBtu),Apr 2019 (kBtu),May 2019 (kBtu),Jun 2019 (kBtu),Jul 2019 (kBtu),Aug 2019 (kBtu),Sep 2019 (kBtu),Oct 2019 (kBtu),Nov 2019 (kBtu),Dec 2019 (kBtu),Jan 2020 (kBtu),Feb 2020 (kBtu),Mar 2020 (kBtu),Apr 2020 (kBtu),May 2020 (kBtu),Jun 2020 (kBtu),Jul 2020 (kBtu),Aug 2020 (kBtu),Sep 2020 (kBtu),Oct 2020 (kBtu),Nov 2020 (kBtu),Dec 2020 (kBtu),Jan 2021 (kBtu),Feb 2021 (kBtu),Mar 2021 (kBtu),Apr 2021 (kBtu),May 2021 (kBtu),Jun 2021 (kBtu),Jul 2021 (kBtu),Aug 2021 (kBtu),Sep 2021 (kBtu),Oct 2021 (kBtu),Nov 2021 (kBtu),Dec 2021 (kBtu),Jan 2022 (kBtu),Feb 2022 (kBtu),Mar 2022 (kBtu),Apr 2022 (kBtu),May 2022 (kBtu),Jun 2022 (kBtu),Jul 2022 (kBtu),Aug 2022 (kBtu),Sep 2022 (kBtu),Oct 2022 (kBtu),Nov 2022 (kBtu),Dec 2022 (kBtu),Jan 2023 (kBtu),Feb 2023 (kBtu),Mar 2023 (kBtu),Apr 2023 (kBtu),May 2023 (kBtu),Jun 2023 (kBtu),Jul 2023 (kBtu),Aug 2023 (kBtu),Sep 2023 (kBtu),Oct 2023 (kBtu),Nov 2023 (kBtu),Dec 2023 (kBtu),Total
144,Biology Psychology Building,Lab,"5,863,219","4,183,515","3,441,228","2,851,683","3,556,856","3,886,922","4,492,713","5,976,429","2,324,970","3,088,023","3,768,142","4,581,855","3,905,735","2,999,259","3,255,924","2,423,092","3,343,945","5,559,180","6,966,973","7,377,147","5,943,321","4,141,457","4,773,527","4,259,490","5,100,871","4,149,885","2,185,386","3,422,793","3,924,456","5,271,138","7,716,759","6,029,831","4,831,374","4,246,758","4,229,248","4,011,324","5,093,902","3,995,913","3,070,596","2,286,218","3,664,175","4,604,706","3,582,996","4,136,510","9,113,988","9,708,526","4,350,675","4,702,777","1,898,078","1,756,403","2,154,573","3,202,737","3,848,308","4,083,282","5,295,836","4,860,942","4,102,839","3,161,240","3,721,069","2,781,764","4,741,249","3,745,829","3,470,184","2,210,560","3,225,165","5,515,272","9,377,655","7,267,360","3,067,045","1,573,137","1,150,527","1,491,827","1,778,199","1,853,283","2,993,408","3,376,167","2,839,288","5,926,123","5,508,276","6,932,267","5,061,766","3,763,346","2,619,645","3,344,544","3,613,731","3,255,354","2,724,019","864,577","2,000,275","1,054,060","4,830,696","3,807,489","4,017,380","3,604,982","1,984,885","4,431,675","4,966,234","3,168,708","2,491,204","3,609,498","3,444,222","4,499,932","3,739,858","3,494,386","2,033,222","249,092","1,299,674","1,333,417","420,613,172"
145,Architecture Building,Lab,"342,685","349,977","346,298","308,352","286,422","250,523","249,615","250,649","300,265","349,966","342,497","306,724","311,662","333,359","351,717","324,136","333,612","274,684","272,511","275,646","302,838","334,803","333,810","328,582","334,977","298,088","345,657","303,660","290,861","241,368","254,085","262,390","272,180","305,144","307,287","299,613","366,519","361,172","288,797","288,797","246,333","255,525","258,736","225,430","204,626","373,527","308,232","296,116","284,409","500,517","542,715","417,435","314,326","249,666","337,338","225,430","204,626","373,527","308,232","296,116",0,"261,220","182,086","198,942","163,059","173,958","209,229","195,263","183,549","193,410","149,431","201,746","204,834","221,264","215,531","238,597","192,076","186,610","194,857","207,544","218,735","209,359","212,092","221,424","224,587","217,046","233,230","240,853","183,014","184,853","182,689","182,386","173,040","185,218","169,270","195,267","188,459","186,770","206,523","209,089","187,460","184,686","182,788","195,127","191,773","195,993","176,930","79,090","27,695,750"
146,Parren J Mitchell Art Sociology Building,Lab,"3,214,320","2,929,077","3,090,252","2,631,136","2,790,673","1,671,316","3,032,790","2,751,713","2,909,557","1,830,836","2,066,621","2,298,527","2,737,515","3,254,418","4,428,968","2,725,739","3,167,717","3,212,509","3,315,003","3,307,089","2,947,793","3,222,214","3,445,258","3,400,515","3,209,479","2,619,904","2,500,355","2,861,407","2,638,257","2,607,259","2,638,112","3,012,436","1,731,921","2,607,246","3,499,452","3,635,963","3,329,636","2,376,443","2,869,970","2,265,774","2,585,322","2,485,324","2,585,668","2,982,488","3,014,278","2,336,118","1,998,571","2,105,190","1,770,382","3,317,920","1,819,861","1,979,252","2,334,047","2,079,882","2,748,316","2,723,598","2,667,266","2,203,890","1,913,011","2,068,765","2,241,991","3,508,920","2,769,512","3,016,543","1,974,876","2,226,798","3,323,213","3,256,453","2,703,539","2,673,163","2,273,133","2,274,808","2,176,606","1,898,487","1,453,549","1,668,275","1,778,967","2,332,128","2,987,394","2,708,022","2,647,056","2,655,333","1,401,483","1,831,074","1,966,007","1,650,557","1,676,191","1,817,635","1,933,861","2,583,897","3,069,311","2,790,534","2,545,407","1,981,707","1,602,837","1,689,403","1,532,335","1,673,250","1,908,042","1,950,771","1,528,776","1,422,624","2,896,913","2,120,745","1,574,638","2,070,410","1,743,917","1,830,856","267,846,266"
147,Hornbake Library,Office,"5,545,030","5,229,954","5,198,029","5,508,034","6,596,245","6,932,745","7,274,044","6,760,216","6,587,159","4,932,171","3,942,323","5,710,813","4,154,875","5,240,657","5,432,245","4,994,599","5,340,825","5,562,618","6,106,688","5,978,990","5,508,538","5,203,392","4,357,662","4,606,393","4,836,471","4,052,441","4,942,761","5,047,191","5,450,688","5,948,669","6,264,763","6,274,223","5,462,733","5,746,226","5,121,463","4,930,548","5,318,997","4,459,710","4,212,548","5,004,062","5,855,888","6,317,041","5,028,629","7,395,674","6,250,909","6,184,577","5,821,812","6,128,694","2,325,754","4,942,473","6,195,230","6,066,136","7,050,918","6,397,458","7,383,088","7,660,939","5,619,939","5,111,296","3,576,020","6,273,973","4,850,913","4,986,407","4,289,241","4,933,370","4,596,585","3,579,642","6,412,288","5,800,336","5,784,166","5,738,064","5,059,884","5,251,845","5,148,071","4,745,053","5,364,566","5,642,827","5,275,220","6,362,127","6,509,994","6,159,664","5,908,965","4,711,410","4,532,689","4,676,545","4,558,283","4,213,924","4,735,805","4,684,947","4,785,861","6,169,997","6,299,300","6,066,485","6,100,021","5,318,115","4,601,550","4,549,650","4,630,947","4,032,858","4,495,197","4,918,699","4,733,813","5,530,853","5,617,763","5,689,494","4,993,195","4,326,572","4,248,450","4,739,603","579,725,440"
148,Manufacturing Building,Lab,"245,105","248,141","154,310","182,816","72,124","113,454","122,910","117,991","103,989","78,806","79,246","125,898","228,771","181,115","102,377","85,485","80,969","90,489","113,619","113,874","96,098","90,602","110,984","181,594","188,926","145,853","118,054","211,037","88,086","87,692","253,524","99,411","71,630","71,357","115,929","176,667","234,164","144,464","183,680","89,920","87,657","97,141","163,269","129,670","93,539","97,154","143,189","148,269","219,398","162,858","135,391","98,434","94,296","99,315","146,319","142,645","113,716","103,682","255,829","254,902","229,578","168,905","121,928","93,296","64,566","76,452","96,103","94,740","84,922","76,105","111,049","228,614","216,531","210,514","136,531","97,775","80,504","93,193","114,106","99,046","82,929","91,101","201,306","306,410","319,589","297,619","113,921","87,932","83,508","87,150","102,836","95,139","81,080","78,926","150,797","244,130","198,374","196,008","200,199","106,346","86,880","87,998","74,888","104,399","98,246","100,546","187,821","226,925","14,775,296"
156,Arboretum Outreach Center,Office,"35,067","33,971","23,088","6,486",592,0,0,0,302,"5,484","10,550","12,339","29,821","24,564","13,910","6,930","4,643",0,0,0,155,"3,354","10,814","23,238","23,844","15,806","16,956","3,590","1,068",0,0,0,0,479,"14,377","19,862","32,486","21,235","24,502","12,529",100,0,0,0,0,"4,029","19,215","19,235","33,113","27,603","22,033","6,500","1,750",0,0,0,0,"1,850","18,499","25,911","28,723","23,565","11,417","3,609","2,679",0,0,0,0,568,"7,742","23,213","27,428","26,379","12,377","5,239",939,190,33,997,"12,027",827,"11,990","17,524","30,674","23,104","15,046","5,772","2,487",0,"1,423","1,256",0,"6,169","16,816","30,358","28,408","23,994","17,986","3,594","2,705",0,0,0,0,"4,749","19,225","26,432","1,089,547"
158,Varsity Sports Teamhouse,Other,"657,993","672,467","464,901","232,774","134,761","121,691","178,213","178,878","176,057","213,769","266,787","318,854","576,632","525,120","343,265","906,014","298,384","209,269","269,634","221,636","189,641","92,405","267,299","476,870","487,192","365,449","350,797","175,901","145,425","143,826","329,923","178,743","157,668","168,255","315,805","416,607","579,765","397,042","463,286","312,505","146,925","148,578","195,803","241,026","301,604","266,797","354,820","458,494","596,502","483,846","440,256","207,712","162,239","139,732","196,911","188,232","164,181","180,449","380,063","429,908","461,306","409,290","285,751","158,157","112,342","118,603","157,625","152,892","131,093","140,379","272,407","437,283","485,734","476,010","343,138","255,320","151,288","153,119","165,935","194,138","155,292","195,062","330,922","332,623","457,383","415,409","327,245","284,222","144,395","145,632","190,180","179,531","136,220","170,180","221,432","469,495","431,813","314,139","352,261","192,212","174,620","147,220","164,788","167,466","141,962","210,405","374,164","374,304","30,927,970"
159,Bob Turtle Smith Stadium At Shipley Field,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Jones-Hill Student Activities Building,Other,"1,797,575","1,691,324","1,513,259","785,762","366,432","364,501","406,730","344,441","431,825","634,043","1,115,547","1,083,726","1,859,591","918,259","1,033,270","379,734","154,445","153,174","170,558","179,910","243,323","209,891","204,138","490,951","461,762","499,529","541,961","256,345","363,795","956,683","202,241","211,340","174,262","163,482","358,767","693,891","752,270","650,490","721,632","542,917","220,967","379,849","387,128","211,241","186,790","312,028","584,137","627,216","719,676","653,807","765,622","392,999","226,012","479,563","180,339","231,626","201,272","221,571","265,580","460,236","471,428","713,066","396,973","178,361","343,569","474,494","1,126,701","1,195,259","2,253,587","1,596,643","3,591,944","2,009,028","2,867,956","1,822,420","2,826,943","3,296,332","2,705,902","3,915,211","4,105,071","2,848,310","3,125,160","3,793,515","2,847,977","3,696,659","3,558,492","4,122,010","3,658,764","3,706,392","3,151,511","4,390,226","5,501,157","5,097,095","4,107,053","3,559,569","3,327,004","3,914,924","3,391,194","3,054,037","3,137,602","3,496,613","3,209,376","4,000,144","5,355,862","4,954,364","4,408,501","3,622,887","3,964,617","3,576,014","178,259,354"
163,Stamp Student Union,Office,"1,623,757","2,005,167","1,715,401","2,379,592","1,969,086","1,807,595","1,806,044","1,685,254","2,085,868","2,257,789","1,964,073","2,042,916","1,500,523","2,055,898","2,209,338","2,169,877","1,931,407","1,682,714","1,733,147","1,864,826","1,852,857","2,256,492","1,891,051","1,957,644","1,750,921","2,034,403","2,270,392","2,090,487","2,340,565","1,872,503","1,901,149","2,179,554","2,132,560","2,341,438","1,905,548","1,435,011","1,744,577","1,976,179","1,930,033","1,867,017","1,717,406","1,567,378","1,561,418","1,529,064","1,437,810","1,635,201","1,710,164","1,333,384","1,604,242","1,771,330","1,764,358","1,626,374","1,591,701","1,785,992","1,671,633","1,669,741","1,801,299","2,134,527","1,965,286","1,806,654","1,472,166","2,185,965","1,758,524","1,350,094","1,981,262","2,172,076","4,154,892","4,271,756","3,026,773","2,846,043","2,210,809","1,327,409","1,188,097","1,186,979","1,706,476","2,207,958","2,102,902","3,405,078","3,944,707","5,352,311","3,564,586","3,409,696","1,685,079","1,908,466","1,984,189","3,193,986","2,135,367","2,682,534","2,486,238","2,186,745","2,557,367","4,651,482","3,655,367","2,846,736","2,155,337","1,728,500","2,095,607","2,049,207","1,806,068","2,796,204","2,601,600","3,385,733","4,806,747","4,395,585","3,911,803","3,194,351","2,235,451","1,814,108","239,682,031"
164,University House,Other,"65,780","64,090","61,771","46,276","44,672","55,584","57,498","51,133","49,640","47,678","46,068","49,112","52,060","52,056","44,180","41,647","52,058","47,887","53,846","54,405","50,972","47,687","45,421","51,848","50,325","46,163","46,140","44,700","40,612","43,455","47,427","45,541","48,006","47,294","15,596","36,902","50,377","40,247","54,125","45,580","43,423","44,638","47,028","77,841","64,724","44,727","44,748","54,884","54,691","48,448","49,449","40,586","47,052","50,625","58,939","58,749","55,650","48,799","46,252","51,124","48,727","48,076","42,645","34,255","41,703","45,310","51,799","51,598","45,499","43,238","42,504","48,586","53,134","49,334","43,004","41,154","45,684","43,277","46,886","50,459","51,213","55,044","50,536","52,768","56,454","48,579","47,157","40,235","45,536","43,815","51,687","52,842","53,346","53,367","47,306","59,615","55,347","45,662","47,432","44,498","45,131","46,731","51,572","53,666","52,159","49,588","48,663","60,916","5,295,973"
165,Golf Course Driv Range Cont Bldg,Office,"13,026","14,105","9,991","5,096",883,420,0,12,282,"3,175","4,128","5,434","9,772","8,818","5,574","3,916","2,877",0,0,10,279,"2,573","5,085","8,718","9,420","8,688","9,208","3,551","2,128",197,13,22,675,"2,616","6,734","8,895","11,580","6,968","8,972","6,415",0,0,0,0,0,"1,240","5,509","7,797","9,129","9,408","6,629","2,329",520,100,0,0,0,"1,440","6,734","7,823","8,538","7,569","5,708","3,509","1,650",0,0,0,0,135,"4,058","6,884","7,931","8,855","5,159","3,489",849,281,0,0,0,770,"5,219","6,694","9,922","8,118","7,268","4,072",997,0,0,0,100,0,"1,240","7,301","14,713","18,486","1,140",0,0,0,0,0,0,0,"1,550","8,011","409,126"
166,Golf Course Club House,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Golf Course Maintenance Office,Office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Boat House,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Alpha Delta Pi Sorority (4535 College Ave) ,Residential,"169,680","141,101","124,632","118,784","132,501","127,027","140,285","144,066","132,959","136,921","138,892","130,009","137,980","155,030","138,381","125,278","121,028","112,231","125,262","133,418","131,110","131,715","136,216","140,487","136,432","125,515","142,911","125,504","119,843","94,216","72,648","107,831","141,326","142,252","153,011","133,587","123,165","115,152","135,925","131,963","121,803","122,458","139,409","198,503","245,650","189,490","154,505","138,756","150,989","142,833","138,561","115,967","111,068","82,392","46,105","74,848","98,334","105,956","96,939","89,551","89,008","86,060","71,316","55,993","55,944","54,841","63,407","77,729","89,087","94,233","86,003","81,165","92,783","97,459","100,233","95,079","92,416","88,113","93,958","100,726","101,959","100,801","97,538","89,889","100,423","110,367","112,284","103,070","91,546","72,564","73,998","91,552","101,084","106,414","104,754","98,918","98,759","95,021","104,951","106,125","101,750","82,134","73,161","87,241","101,166","107,100","100,528","90,620","12,161,662"
171,Phi Sigma Sigma Sorority (4531 College Ave) ,Residential,"76,362","85,289","90,870","87,694","73,164","50,361","53,477","72,636","86,691","86,435","83,931","73,571","75,221","87,414","92,445","84,554","70,589","66,881","79,579","90,238","92,941","83,591","70,431","64,377","72,201","76,740","83,558","85,029","82,700","77,673","81,815","85,599","99,159","97,240","77,517","74,208","80,983","84,300","86,244","85,443","79,376","75,377","87,966","137,124","178,757","133,973","86,706","70,277","70,025","69,855","77,231","84,391","83,870","81,880","99,391","93,550","86,980","89,857","85,427","76,723","77,846","96,767","74,954","60,917","63,648","64,967","80,182","82,309","73,999","72,646","68,145","70,230","73,871","68,792","69,376","61,468","66,774","75,614","82,742","93,546","105,432","100,772","83,798","77,760","80,303","79,202","81,632","82,312","81,063","69,200","83,494","88,438","93,285","97,945","90,242","84,669","83,804","86,940","92,072","92,498","89,014","87,441","92,335","91,182","99,852","105,651","90,516","75,653","9,003,188"
172,Alpha Chi Omega Sorority (4525 College Ave) ,Residential,"215,283","206,341","220,553","219,394","232,927","222,677","224,089","230,760","229,237","240,405","229,582","202,150","209,733","219,075","221,199","215,988","220,064","216,700","232,191","228,736","213,840","208,012","198,851","186,847","166,140","182,919","211,392","204,183","207,657","153,503","112,729","114,590","179,047","199,046","204,933","151,241","121,557","128,256","134,999","121,381","89,352","77,321","82,297","110,197","134,344","152,608","148,701","136,839","149,110","147,824","146,443","124,425","114,952","78,646","41,008","86,128","119,285","119,510","114,851","107,862","115,805","160,935","101,872","77,107","77,066","64,272","84,840","112,754","115,584","122,486","129,020","122,563","123,335","115,235","128,330","124,914","120,329","118,926","123,408","127,641","133,021","140,877","117,034","105,183","114,029","111,979","119,741","117,309","103,144","79,659","80,912","82,777","89,782","113,976","103,898","107,712","111,009","112,372","126,325","126,466","123,699","124,081","132,677","108,209","106,031","118,230","116,157","116,784","15,529,405"
173,Delta Phi Epsilon Sorority (4514 Knox Rd) ,Residential,"143,819","127,578","124,479","127,433","137,946","136,166","135,927","134,174","129,767","123,093","116,137","123,439","148,681","147,761","130,431","108,647","69,637","69,995","83,768","100,723","123,328","122,925","117,720","117,089","119,725","119,303","132,602","119,085","116,880","110,082","120,329","117,390","117,924","119,828","109,541","77,419","85,262","96,992","112,874","102,347","94,623","85,191","87,439","89,801","91,368","94,347","99,197","96,966","100,577","88,262","102,163","106,302","107,990","104,188","112,020","108,978","106,309","103,335","94,171","83,140","90,661","89,856","80,097","69,104","66,488","67,434","80,275","94,491","87,712","87,832","75,412","64,285","77,781","73,551","82,985","79,168","83,921","86,181","86,967","85,046","75,266","89,024","98,623","93,195","90,579","99,850","96,140","84,852","60,145","55,185","62,210","63,852","66,935","106,991","133,921","130,630","124,208","123,136","131,693","90,001","60,020","57,787","62,586","63,783","62,946","71,208","92,883","74,673","10,666,188"
174,Sigma Delta Tau Sorority (4516 Knox Rd) ,Residential,"101,020","128,302","116,309","107,585","106,979","106,851","112,624","111,684","112,176","119,237","117,321","118,576","147,484","148,742","125,611","112,898","102,938","92,719","103,047","100,114","115,455","115,432","119,231","134,582","118,805","101,309","104,085","105,333","109,503","110,199","118,612","115,904","116,361","116,920","105,030","107,344","138,938","130,884","125,320","114,964","108,929","102,835","111,239","74,371","72,703","106,545","103,283","89,525","95,554","92,816","101,941","105,791","116,379","112,930","117,714","102,358","103,404","115,593","122,743","126,664","131,210","130,733","121,397","96,725","109,069","119,133","124,613","148,542","150,828","121,653","150,151","150,133","110,163","89,982","107,355","101,168","66,234","60,554","64,738","69,041","68,712","70,757","83,725","87,972","102,413","117,028","114,435","96,073","77,278","66,200","67,094","68,717","74,487","81,910","93,374","120,100","123,227","102,972","112,014","98,704","83,798","74,585","79,571","77,515","70,343","91,741","114,424","113,136","11,455,473"
